url,three_product,title,articul,named,price,material,version,images,table,product_details,category_table_text,category_bullet_points,descript_table
"https://norelem.de/en/Product-overview/Systems-and-components-for-machine-and-plant-construction/28000/Filler-necks-vent-screws/Filler-necks/p/agid.5381
","/Product-overview/Systems-and-components-for-machine-and-plant-construction/28000/Filler-necks-vent-screws/Filler-necks/p/agid.5381
",Filler necks | norelem DE,28070,Filler necks,from €11.20,"1. Housing black thermoplastic polyamide 66.  2. Sealing cap red thermoplastic polyamide 66.  3. Air filter polyurethane (PU foam), filter grade 40 µm.  4. Flat seal NBR.  5. Fastening screw nickel-plated steel.  6. Press-in unit black thermoplastic polyamide 66.  7. Stop sleeve black thermoplastic polyamide 66.  8. Fastening nut black polyamide 66.  9. O-ring NBR, Shore 70.  10. Filler sieve black thermoplastic polypropylene.  11. Chain stainless steel.",—,"['https://norelem.de//medias/Zoom-Default-28070.png?context=bWFzdGVyfHJvb3R8MTA1MzgxMnxpbWFnZS9wbmd8YURNNUwyZzJaUzg0T0RNMk56ZzVOemsyT0RrMEwxcHZiMjFmUkdWbVlYVnNkRjh5T0RBM01DNXdibWN8YzRhNmVjNGY1NGUwZTUxOWFiYTYyOTNmMTFhMGY1MjhkZGEyZGZlZGY2NTgwNzAzOGVkNTU0Y2JjOGY4NWVmMg', 'https://norelem.de//medias/Thumbnail-Default-28070.png?context=bWFzdGVyfHJvb3R8MTExNTJ8aW1hZ2UvcG5nfGFHVTRMMmhrT0M4NE9ETTJOemc0TnpFMU5UVXdMMVJvZFcxaWJtRnBiRjlFWldaaGRXeDBYekk0TURjd0xuQnVad3wxZWI4ZWRlMmJmNTg2MzFlYzg5OTI4MjZlNDQxNmM3ZDcyMjE1OWQ3YzIxY2IwODBmOTQ3N2Y3OWIxN2M3MTdj', 'https://norelem.de//medias/Zoom-Default-Z28070.png?context=bWFzdGVyfHJvb3R8MzA3OTcwfGltYWdlL3BuZ3xhR0UzTDJoak5DODRPRE0yTnpnM09UWXhPRGcyTDFwdmIyMWZSR1ZtWVhWc2RGOWFNamd3TnpBdWNHNW58ZmE4NWEwNTYyZmU3OTc3MjU0MDNmOWY0NzQ3YWRiY2MxZWMyZjY1MWVkODMzMWY4NTQwOTE5NTNmMTM2OGU1Zg']","<table class=""hover-v product-table__list hover-h""><thead><tr><th class=""-fixed product-table__cell""><div class=""""><span class=""product-table__number--short"">No.</span><span class=""product-table__number--long"">Order number</span><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""D""><div class=""product-table__facet-name"">D</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""D1""><div class=""product-table__facet-name"">D1</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""D2""><div class=""product-table__facet-name"">D2</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""D3""><div class=""product-table__facet-name"">D3</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""L""><div class=""product-table__facet-name"">L</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""L1""><div class=""product-table__facet-name"">L1</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""L2""><div class=""product-table__facet-name"">L2</div><!--v-if--></div></th><th class=""product-table__cell""><div class="""" title=""S""><div class=""product-table__facet-name"">S</div><!--v-if--></div></th><!--			If there are no facets, there will be an empty cell to keep table structure--><!--v-if--><th class=""-fixed product-table__cell"">CAD</th><th class=""-fixed product-table__cell""><div class=""""><div class=""product-table__price-text""><div class=""product-table__availability-head""><div>Availability</div><div class=""product-table__availability-tooltip""><div aria-expanded=""false"" class=""svg-icon svg-scale-icon product-table__availability-tooltip-icon""><svg version=""1.2"" viewbox=""0 0 10 10"" xmlns=""http://www.w3.org/2000/svg""><path d=""M4.5 2.5h1v1h-1zm0 2h1v3h-1zM5 0C2.24 0 0 2.24 0 5s2.24 5 5 5 5-2.24 5-5-2.24-5-5-5zm0 9C2.795 9 1 7.205 1 5s1.795-4 4-4 4 1.795 4 4-1.795 4-4 4z""></path><path d=""M4.5 2.5h1v1h-1zm0 2h1v3h-1zM5 0C2.24 0 0 2.24 0 5s2.24 5 5 5 5-2.24 5-5-2.24-5-5-5zm0 9C2.795 9 1 7.205 1 5s1.795-4 4-4 4 1.795 4 4-1.795 4-4 4z""></path></svg></div></div></div><hr/><div>Price</div></div><!--v-if--></div></th><th class=""-fixed product-table__cell"">Quantity</th><th class=""product-table__cell -fixed"">Order</th><th class=""product-table__cell -collapse-cell -fixed""><div class=""svg-icon svg-scale-icon product-table__info-icon""><svg version=""1.2"" viewbox=""0 0 10 10"" xmlns=""http://www.w3.org/2000/svg""><path d=""M4.5 2.5h1v1h-1zm0 2h1v3h-1zM5 0C2.24 0 0 2.24 0 5s2.24 5 5 5 5-2.24 5-5-2.24-5-5-5zm0 9C2.795 9 1 7.205 1 5s1.795-4 4-4 4 1.795 4 4-1.795 4-4 4z""></path><path d=""M4.5 2.5h1v1h-1zm0 2h1v3h-1zM5 0C2.24 0 0 2.24 0 5s2.24 5 5 5 5-2.24 5-5-2.24-5-5-5zm0 9C2.795 9 1 7.205 1 5s1.795-4 4-4 4 1.795 4 4-1.795 4-4 4z""></path></svg></div></th></tr></thead><tbody class=""hide-body"" style=""--scale-price-table-top: 0; --scale-price-table-right: 0;""><tr class=""product-table__row"" data-index=""0""><td class=""-fixed product-table__cell""></td><td class=""product-table__cell -facet"" title=""D""><span>70</span></td><td class=""product-table__cell -facet"" title=""D1""><span>38</span></td><td class=""product-table__cell -facet"" title=""D2""><span>55</span></td><td class=""product-table__cell -facet"" title=""D3""><span>M60X2</span></td><td class=""product-table__cell -facet"" title=""L""><span>46,5</span></td><td class=""product-table__cell -facet"" title=""L1""><span>88</span></td><td class=""product-table__cell -facet"" title=""L2""><span>80</span></td><td class=""product-table__cell -facet"" title=""S""><span>2-8</span></td><!--			If there are no facets, there will be a empty cell to keep table structure--><!--v-if--><td class=""-fixed product-table__cell""><a class=""product-table__cad-button""></a></td><td class=""-fixed product-table__cell""><div class=""product-table__price-wrapper""><div class=""product-stock-level product-table__availability"" data-is-editable=""false""><div class=""green product-stock-level__lights"" data-id=""availabilityLight"" title=""Available immediately""></div><!--v-if--></div><strong class=""product-table__price"">€11.20</strong><div class=""invisible link"" data-template=""template_0""><div class=""svg-icon svg-scale-icon""><svg version=""1.2"" viewbox=""0 0 10 10"" xmlns=""http://www.w3.org/2000/svg""><path d=""M4.5 2.5h1v1h-1zm0 2h1v3h-1zM5 0C2.24 0 0 2.24 0 5s2.24 5 5 5 5-2.24 5-5-2.24-5-5-5zm0 9C2.795 9 1 7.205 1 5s1.795-4 4-4 4 1.795 4 4-1.795 4-4 4z""></path><path d=""M4.5 2.5h1v1h-1zm0 2h1v3h-1zM5 0C2.24 0 0 2.24 0 5s2.24 5 5 5 5-2.24 5-5-2.24-5-5-5zm0 9C2.795 9 1 7.205 1 5s1.795-4 4-4 4 1.795 4 4-1.795 4-4 4z""></path></svg></div></div></div></td><td class=""-fixed product-table__cell""></td><td class=""product-table__cell -fixed""></td><td class=""product-table__cell -fixed -collapse-cell""><div class=""svg-icon svg-arrow-down product-table__collapse-icon""><svg data-name=""Ebene 1"" viewbox=""0 0 25 25"" xmlns=""http://www.w3.org/2000/svg""><path d=""M24.08 6.25a1.3 1.3 0 0 0-1.84 0L12.5 16 2.76 6.25A1.3 1.3 0 0 0 .92 8.09l10.66 10.66a1.3 1.3 0 0 0 1.84 0L24.08 8.09a1.3 1.3 0 0 0 0-1.84Z"" style=""fill:#118f40""></path></svg></div></td></tr><tr class=""-closed product-table__details product-table__row""><td class=""product-table__cell -fixed -first-blend""></td><td class=""product-table__cell"" colspan=""8""><div class=""product-table__details--wrapper""><div class=""product-details-table product-table__details-table""><div class=""product-details-table__row""><div class=""product-details-table__line""></div><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">Order number</span></div><div class=""product-details-table__cell"">28070-706020</div></div></div><div class=""product-details-table__line""></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">D</span></div><div class=""product-details-table__cell"">70</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">D1</span></div><div class=""product-details-table__cell"">38</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">D2</span></div><div class=""product-details-table__cell"">55</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">D3</span></div><div class=""product-details-table__cell"">M60X2</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">L</span></div><div class=""product-details-table__cell"">46,5</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">L1</span></div><div class=""product-details-table__cell"">88</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">L2</span></div><div class=""product-details-table__cell"">80</div></div><div class=""product-details-table__line""></div></div><div class=""product-details-table__row""><div class=""product-details-table__cell-wrapper""><div class=""product-details-table__cell""><span class=""product-details-table__text"">S</span></div><div class=""product-details-table__cell"">2-8</div></div><div class=""product-details-table__line""></div></div></div><div class=""product-table__drawing-wrapper""></div></div></td><td class=""product-table__cell -fixed -end-blend"" colspan=""5""></td></tr></tbody></table>",—,—,—,—
https://norelem.de/en/en/Product-overview/Systems-and-components-for-machine-and-plant-construction/28000/Filler-necks-vent-screws/Filler-necks/Filler-Neck-with-chain-thermoplastic/p/28070-706020,/en/Product-overview/Systems-and-components-for-machine-and-plant-construction/28000/Filler-necks-vent-screws/Filler-necks/Filler-Neck-with-chain-thermoplastic/p/28070-706020,Filler Neck with chain thermoplastic | norelem DE,28070, Filler Neck ,from €11.20,—,—,"['https://norelem.de//medias/Zoom-Default-K0470-706020.png?context=bWFzdGVyfHJvb3R8NDk3NTU5fGltYWdlL3BuZ3xhRGN4TDJnMk55ODRPREk0TURrek5ETXhPRE00TDFwdmIyMWZSR1ZtWVhWc2RGOUxNRFEzTUMwM01EWXdNakF1Y0c1bnxkZTYzN2Q2MDU2MzY1YjdhYjcyMDE0YTJiZjM2Mjk1MDdlNWMyNmVhNDVhNTc4NzMxNzZlMGJkMjM5MTU5OTBh', 'https://norelem.de//medias/Thumbnail-Default-K0470-706020.png?context=bWFzdGVyfHJvb3R8NDcxMHxpbWFnZS9wbmd8YURZMkwyZ3daUzg0T0RJNE1Ea3lPVEEzTlRVd0wxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFgwc3dORGN3TFRjd05qQXlNQzV3Ym1jfDdjZWY1OTUxOGNhNDcyOTNjMzM2NTc2NGE3NTc4NWU3YjUxODY5YWU3ZDc0YTBhMWQ2MTAzOGQ1YzdmZmVmZGE', 'https://norelem.de//medias/Zoom-Default-Z28070.png?context=bWFzdGVyfHJvb3R8MzA3OTcwfGltYWdlL3BuZ3xhR0UzTDJoak5DODRPRE0yTnpnM09UWXhPRGcyTDFwdmIyMWZSR1ZtWVhWc2RGOWFNamd3TnpBdWNHNW58ZmE4NWEwNTYyZmU3OTc3MjU0MDNmOWY0NzQ3YWRiY2MxZWMyZjY1MWVkODMzMWY4NTQwOTE5NTNmMTM2OGU1Zg']",—, with chain  thermoplastic ,"{'Designation': ' Filler Neck', 'Version 1': ' with chain', 'Body material': ' thermoplastic', 'Component material': ' thermoplastic', 'D1=Diameter': ' 38', 'D=Outside diameter': ' 70', 'L1=Length': ' 88', 'L=Length': ' 46,5', 'D2': ' 55', 'D3': ' M60X2', 'L2': ' 80', 'S': ' 2-8'}",Temperature resistant to 80°C With filler sieve Captive cap ,
