№,url,title,articul,named,price,material,version,images,table
1,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Base-plate-with-T-slots-grey-cast-iron/p/agid.2133,Base plate with T-slots grey cast iron | norelem DE,01040,Base plate with T-slots grey cast iron,from €908.24,GJL 250 annealed.,—,"['https://norelem.de//medias/Zoom-Default-Z01040Anwb1.png?context=bWFzdGVyfHJvb3R8MTA2NTk3fGltYWdlL3BuZ3xhRFJtTDJneU9TODRPRFF5TmpJM01USXhNVGd5TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV3TkRCQmJuZGlNUzV3Ym1jfGEwMjQ4NGUxNjAzZjhhNWUzNmE4NmUxOGE0MDIxYzg2NzA1M2Q0MjcwMWM5ODA0ZGMxNmRmYzFiODQ5NWMxOTk', 'https://norelem.de//medias/Zoom-Default-01040.png?context=bWFzdGVyfHJvb3R8MTA3NzY2fGltYWdlL3BuZ3xhR1JrTDJnek5pODRPRFF5TmpJM05URTBNems0TDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEEwTUM1d2JtY3w5ZTRjOGEzMGZkNDRiMWE2MGMxNWEzMjZkNDYwMzdhMTIyMDc4Y2QzMmRkMGE1ZWUxNmM4MjUzNDM5NTQ0MWE4', 'https://norelem.de//medias/Thumbnail-Default-01040.png?context=bWFzdGVyfHJvb3R8NDkxOHxpbWFnZS9wbmd8YURCakwyZ3pNQzg0T0RReU5qSTNNekUzTnprd0wxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNRFF3TG5CdVp3fDVjNmVjMmE0OWNiMDFlNjFmMzc2OGI3NzNiNTU1N2EyNDZjNzI5MDY0NWQ3MmY1NDRhY2VkYmY1MzcwZTU1OTc', 'https://norelem.de//medias/Thumbnail-Default-Z01040Anwb1.png?context=bWFzdGVyfHJvb3R8NzQ3NnxpbWFnZS9wbmd8YURKakwyZ3lOUzg0T0RReU5qSTJPVEkwTlRjMEwxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFgxb3dNVEEwTUVGdWQySXhMbkJ1Wnd8OTQzMmU3MDg4YmZkZWY4NjNjODk5YmZkYWM3ZjM3NjdjNmY1ZTkzM2Y5NWYxNWY0OGI1Mzc4MjJhMGZjZjVlYg', 'https://norelem.de//medias/Zoom-Default-Z01040-nn-en-www.png?context=bWFzdGVyfHJvb3R8MTYyNTg1fGltYWdlL3BuZ3xhR1l3TDJoaE9TODRPRFF5TmpJMU1UVTFNVEF5TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV3TkRBdGJtNHRMV1Z1WDNkM2R5NXdibWN8YTQ1NmU3YTk1ODRkNmEyYjRmNjVkZjYzMTMwNGNmYzdiNTA3MTU2ZjE4ZDFhNmFjMDM0NDgxYWMyYWMwM2M3YQ']","[['Order number', 'B', 'A', 'B1', 'L', 'S', 'L1', 'L2', 'L3', 'B2', 'H1', 'A1', 'C', 'H', 'Availability_Price'], ['01040-01', '16,5', '10', '125', '280', '50', '200', '70', '250', '40', '4', '6', '7', '21', '€908.24'], ['01040-02', '16,5', '10', '160', '330', '50', '250', '100', '300', '50', '4', '8', '7', '21', '€968.49'], ['01040-03', '19,5', '12', '200', '395', '56', '315', '125', '365', '63', '4', '10', '8', '25', '€1,188.19'], ['01040-04', '19,5', '12', '250', '480', '56', '400', '160', '450', '80', '6', '12', '8', '25', '€1,486.06'], ['01040-05', '23', '14', '315', '580', '63', '500', '220', '550', '100', '6', '14', '9', '28', '€2,299.91'], ['01040-06', '23', '14', '400', '710', '63', '630', '280', '680', '125', '6', '18', '9', '28', '€2,773.56']]"
2,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Baseplates-aluminium-with-T-slot/p/agid.22250,Baseplates aluminium with T-slot | norelem DE,01041,Baseplates aluminium with T-slot,"from €1,896.15",Baseplates aluminium. Tapped bushes stainless steel.,hard-coated.,"['https://norelem.de//medias/Zoom-Default-01041-Grundplatten-Aluminium-Base-plates-aluminium.png?context=bWFzdGVyfHJvb3R8OTIyNzEyfGltYWdlL3BuZ3xhRGhqTDJnek1pODRPREk0TlRZNE1qY3lPVEkyTDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEEwTVMxSGNuVnVaSEJzWVhSMFpXNHRRV3gxYldsdWFYVnRMVUpoYzJVdGNHeGhkR1Z6TFdGc2RXMXBibWwxYlM1d2JtY3xlM2JmMmQyMmIxNzkyZTllMTlkYjRjOTAzYzMxZWU2YWQzN2U5ZTA4MjAzYzQ1OTEwOGU2ODFiZWExYzFhY2I1', 'https://norelem.de//medias/Thumbnail-Default-01041-Grundplatten-Aluminium-Base-plates-aluminium.png?context=bWFzdGVyfHJvb3R8OTg3NnxpbWFnZS9wbmd8YURGa0wyaG1NaTg0T0RJNE5UWTJPRE14TVRNMEwxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNRFF4TFVkeWRXNWtjR3hoZEhSbGJpMUJiSFZ0YVc1cGRXMHRRbUZ6WlMxd2JHRjBaWE10WVd4MWJXbHVhWFZ0TG5CdVp3fDU4MzBjMWVkYWNmMmE1NzIxMGVjNmVlMzc1NThlNDA0OGQ2YmJjOTE3M2Q3ZDExYzc0YmM5MzUwZTVlZjk1NDE', 'https://norelem.de//medias/Zoom-Default-Z01041-nn-en-www.png?context=bWFzdGVyfHJvb3R8MTI3Nzc4fGltYWdlL3BuZ3xhRE14TDJnNU55ODRPREk0TlRZd09UazRORE13TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV3TkRFdGJtNHRMV1Z1WDNkM2R5NXdibWN8ZjNiNmE2ZmU5OGZmNjg5MTdjMmZiYjcwY2ViNzY3NTE2NDAzMmEzNjVhNTA1NGRjZTAwZjdjYThkYjQ4YzAzOQ']","[['Order number', 'B', 'Form', 'A', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B7', 'C', 'D', 'D1', 'H', 'H1', 'L', 'L1', 'L2', 'L3', 'L4', 'L5', 'L6', 'Availability_Price'], ['01041-40040024', '400', 'A', '6', '15', '85', '100', '50', '100', '16,5', '—', '5', 'M08', '—', '24', '10', '400', '15', '85', '100', '50', '100', '—', '€2,263.66'], ['01041-50025024', '250', 'A', '6', '15', '110', '—', '80', '110', '16,5', '—', '5', 'M08', '—', '24', '10', '500', '15', '110', '125', '62,5', '125', '—', '€1,896.15'], ['01041-60030024', '300', 'B', '6', '15', '80', '90', '60', '90', '16,5', '20', '5', 'M08', 'M10', '24', '10', '600', '15', '107,5', '125', '50', '125', '20', '€2,371.67'], ['01041-80040024', '400', 'B', '6', '15', '85', '90', '65', '90', '16,5', '20', '5', 'M08', 'M10', '24', '10', '800', '15', '145', '125', '87,5', '125', '20', '€3,856.78']]"
3,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Baseplates-aluminium-with-T-slot/Baseplates-aluminium-with-T-slot-Form-A/p/agid.22251,"Baseplates aluminium with T-slot, Form A | norelem DE",01041 A,"Baseplates aluminium with T-slot, Form A","from €1,896.15",—,—,"['https://norelem.de//medias/Zoom-Default-01041-40040024.png?context=bWFzdGVyfHJvb3R8OTIyNzEyfGltYWdlL3BuZ3xhRE5tTDJoalpTODRPREkwT1Rrek5ERTFNVGs0TDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEEwTVMwME1EQTBNREF5TkM1d2JtY3xlZDA3ZmNkN2FmMDA3ZjQ3OWRhNzBmMDc2NTYyOGQ5M2NhMjIwZDBmOTViOGFhZDA3YzA4OWQ4M2MyNzgxNzc4', 'https://norelem.de//medias/Thumbnail-Default-01041-40040024.png?context=bWFzdGVyfHJvb3R8OTg3NnxpbWFnZS9wbmd8YUdOa0wyaGtZaTg0T0RJME9Ua3pNREl4T1RneUwxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNRFF4TFRRd01EUXdNREkwTG5CdVp3fGM5NTYzMGI2ZTlmMjRiNmE3MWI2ZjZmNzVjMDBlNzc0NzdhMzdhZDFlOWNiNjI0NGZmZjVlZjQ0YjQxM2EwYjU', 'https://norelem.de//medias/Zoom-Default-Z01041-nn-en-A.png?context=bWFzdGVyfHJvb3R8MTEwMzk3fGltYWdlL3BuZ3xhRGRsTDJoaU5DODVNRGMyTVRBM05EYzNNREl5TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV3TkRFdGJtNHRMV1Z1WDBFdWNHNW58OTQ4YTMwNzExYTY0OWU4MTY4MTM1ZDE3ZDE5OTJjNzI1Y2JhYzBiZWE5N2MxYThkZGYxOWY1OTU3OGZlYjE4OQ']","[['Order number', 'B', 'Form', 'A', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'C', 'D', 'H', 'H1', 'L', 'L1', 'L2', 'L3', 'L4', 'L5', 'Availability_Price'], ['01041-40040024', '400', 'A', '6', '15', '85', '100', '50', '100', '16,5', '5', 'M08', '24', '10', '400', '15', '85', '100', '50', '100', '€2,263.66'], ['01041-50025024', '250', 'A', '6', '15', '110', '—', '80', '110', '16,5', '5', 'M08', '24', '10', '500', '15', '110', '125', '62,5', '125', '€1,896.15']]"
4,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Baseplates-aluminium-with-T-slot/Baseplates-aluminium-with-T-slot-Form-B/p/agid.22252,"Baseplates aluminium with T-slot, Form B | norelem DE",01041 B,"Baseplates aluminium with T-slot, Form B","from €2,371.67",—,—,"['https://norelem.de//medias/Zoom-Default-01041-60030024.png?context=bWFzdGVyfHJvb3R8NjY5NDIwfGltYWdlL3BuZ3xhRGRsTDJoalpDODRPREkwT1Rrek5EZ3dOek0wTDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEEwTVMwMk1EQXpNREF5TkM1d2JtY3wzOTAxNmQ1OGEyNzczOTRhMGE2YjFmNmVkYzI0YmM0YTI0YjU4NTNmMTZhODU1ZTdlN2ViYzQ4ZjEzOTExNjBm', 'https://norelem.de//medias/Thumbnail-Default-01041-60030024.png?context=bWFzdGVyfHJvb3R8NzE0OXxpbWFnZS9wbmd8YURjMkwyaGtPUzg0T0RJME9Ua3lPVFUyTkRRMkwxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNRFF4TFRZd01ETXdNREkwTG5CdVp3fDNhMDRkOWYxYjgzNTJlYTZlNzhlNjA5Yzc3ZGQzZjYxYjgzZDM3MjUyYzUzMmI3ZjM5YzUwYWYyNzFiYzlkZGY', 'https://norelem.de//medias/Zoom-Default-Z01041-nn-en-B.png?context=bWFzdGVyfHJvb3R8MTA5MzEwfGltYWdlL3BuZ3xhRFkxTDJoaVppODVNRGMyTVRBM01URTJOVGMwTDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV3TkRFdGJtNHRMV1Z1WDBJdWNHNW58MGUyNTBkMTlmZGU4MmM4ZjBkMWQwMDliNzFiODA2ZjE2NDQ4ZWM4MGY0NGI3MzRlZTA4Y2FmN2YxYjc0N2NlNw']","[['Order number', 'B', 'Form', 'A', 'B1', 'B2', 'B3', 'B4', 'B5', 'B6', 'B7', 'C', 'D', 'D1', 'H', 'H1', 'L', 'L1', 'L2', 'L3', 'L4', 'L5', 'L6', 'Availability_Price'], ['01041-60030024', '300', 'B', '6', '15', '80', '90', '60', '90', '16,5', '20', '5', 'M08', 'M10', '24', '10', '600', '15', '107,5', '125', '50', '125', '20', '€2,371.67'], ['01041-80040024', '400', 'B', '6', '15', '85', '90', '65', '90', '16,5', '20', '5', 'M08', 'M10', '24', '10', '800', '15', '145', '125', '87,5', '125', '20', '€3,856.78']]"
5,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Baseplates-aluminium-with-tapped-holes/p/agid.22253,Baseplates aluminium with tapped holes | norelem DE,01042,Baseplates aluminium with tapped holes,from €606.04,Aluminium.,hard-coated.,"['https://norelem.de//medias/Zoom-Default-01042-Grundplatten-Aluminium-Base-plates-aluminium.png?context=bWFzdGVyfHJvb3R8NTUxODc4fGltYWdlL3BuZ3xhRFpoTDJnME9DODRPREk0TlRZNU56Z3dNalUwTDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEEwTWkxSGNuVnVaSEJzWVhSMFpXNHRRV3gxYldsdWFYVnRMVUpoYzJVdGNHeGhkR1Z6TFdGc2RXMXBibWwxYlM1d2JtY3xiOTIxNWVhNDA4YjEzNzU1NmRjNDU2OWExNjFiZGZmOWRjYzQ1MzhhNTYzYjc2ZmY3ZjNmZmU4YzViZWQ1ZWYw', 'https://norelem.de//medias/Thumbnail-Default-01042-Grundplatten-Aluminium-Base-plates-aluminium.png?context=bWFzdGVyfHJvb3R8NTcyNnxpbWFnZS9wbmd8YUdNM0wyZzROQzg0T0RJNE5UWTNPVFExTWpRMkwxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNRFF5TFVkeWRXNWtjR3hoZEhSbGJpMUJiSFZ0YVc1cGRXMHRRbUZ6WlMxd2JHRjBaWE10WVd4MWJXbHVhWFZ0TG5CdVp3fGUxMWRiM2QyYTBhMzNmN2U0NDA2MGRhZWY2NjFjNjU1NjIwNjEwNjU3ODViYmRmZmU4NTBhZDBmZjNmMDVmZGQ', 'https://norelem.de//medias/Zoom-Default-Z01042.png?context=bWFzdGVyfHJvb3R8MTI4NDc0fGltYWdlL3BuZ3xhR1l6TDJoaE1pODRPREk0TlRZM01Ea3pNamM0TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV3TkRJdWNHNW58ZTczZGU4ZDEwYjlhZjBlZGVlOTMzNmEyZmU3YmE4ZjE3NTVkNGM4YzM0NDFhOTczMGExN2I3OGY0ZTg5MDYyNw']","[['Order number', 'B', 'B1', 'B2', 'D', 'H', 'L', 'L1', 'L2', 'Availability_Price'], ['01042-30030020', '300', '25', '50', 'M06', '20', '300', '25', '50', '€606.04'], ['01042-50025020', '250', '25', '50', 'M06', '20', '500', '25', '50', '€795.06'], ['01042-60030020', '300', '25', '50', 'M06', '20', '600', '25', '50', '€1,249.59']]"
6,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Base-plates-steel/p/agid.2136,Base plates steel | norelem DE,01060,Base plates steel,from €74.23,Carbon steel 1.1181.,Bright.,"['https://norelem.de//medias/Zoom-Default-Z01060Anwb1.png?context=bWFzdGVyfHJvb3R8ODY3Nzd8aW1hZ2UvcG5nfGFEazRMMmcwTkM4NE9ESTROVFk1TmpRNU1UZ3lMMXB2YjIxZlJHVm1ZWFZzZEY5YU1ERXdOakJCYm5kaU1TNXdibWN8Yzk5ZDRmMzg0N2NlMDkwMGQ3Zjk0MjEzNjM5MDgxZWFiMDA4ZWY4NzE4Y2RiZmY2ZTIxYzljNmIzMTE2ZGZiMg', 'https://norelem.de//medias/Zoom-Default-01060.png?context=bWFzdGVyfHJvb3R8ODI1ODN8aW1hZ2UvcG5nfGFEZGpMMmc1T1M4NE9ESTROVGN3T1RVNU9UQXlMMXB2YjIxZlJHVm1ZWFZzZEY4d01UQTJNQzV3Ym1jfDMxNWI4NzdmNGNkZjkyNWYxMjUwNDVmZDdmY2Q0OGQ4ODdjYjQwNGYyMzY4MGEwNmZhOWIzNjYyNDMzMjg5YjY', 'https://norelem.de//medias/Thumbnail-Default-01060.png?context=bWFzdGVyfHJvb3R8MzI1NnxpbWFnZS9wbmd8YURrM0wyaGlOQzg0T0RJNE5UY3dNVGN6TkRjd0wxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNRFl3TG5CdVp3fDk0MDM5YTMxODMzMDdkNWQ1ZjRkYzcyNDQ3Njg1ZjAzMTU2Mzc2ZTI4MThmMjdiOTQ4Yjc4MWU0Y2VhYTdiMDU', 'https://norelem.de//medias/Thumbnail-Default-Z01060Anwb1.png?context=bWFzdGVyfHJvb3R8NjgwOXxpbWFnZS9wbmd8YURCakwyZ3pOQzg0T0RJNE5UWTVNVGt3TkRNd0wxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFgxb3dNVEEyTUVGdWQySXhMbkJ1Wnd8MDNlMmYzNWI5ZTU2YzViNjAyMWY5ZDc3ZDAxMDg3MzJlZDA3NTE4NzAyMWE4YmYxOWFiMWYyMWU4NjcxM2I2MQ', 'https://norelem.de//medias/Zoom-Default-Z01060.png?context=bWFzdGVyfHJvb3R8OTMzODN8aW1hZ2UvcG5nfGFESmxMMmd4WlM4NE9ESTROVFk0T0RZeU56VXdMMXB2YjIxZlJHVm1ZWFZzZEY5YU1ERXdOakF1Y0c1bnxhNmJjMTgxMmFhZmE4MWFiYzNiZjU5M2Y4ZGQ4YjczNDFiOTI5OTk0MjYyMjAzZmNmMjZiYWY5ZjE1ZjU2ODcx']","[['Order number', 'B', 'L', 'S', 'L1', 'B1', 'D', 'Availability_Price'], ['01060-01', '100', '125', '12', '100', '80', '11', '€74.23'], ['01060-02', '125', '160', '16', '140', '100', '11', '€111.94'], ['01060-03', '160', '200', '20', '180', '140', '13', '€193.14'], ['01060-04', '200', '250', '20', '220', '180', '13', '€253.33'], ['01060-05', '250', '315', '20', '280', '220', '13', '€321.43']]"
7,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Baseplates-grey-cast-iron-with-grid-holes/p/agid.22508,"Baseplates, grey cast iron with grid holes | norelem DE",01126,"Baseplates, grey cast iron with grid holes","from €2,131.00",GJL 300.,Support and mounting surfaces ground,"['https://norelem.de//medias/Zoom-Default-01126-K0800-Grundplatten-mit-Rasterbohrungen-BP02.png?context=bWFzdGVyfHJvb3R8NDE0NDk0fGltYWdlL3BuZ3xhR0ZrTDJoaFlTODRPREkxTURJM05Ua3lNakl5TDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEV5TmkxTE1EZ3dNQzFIY25WdVpIQnNZWFIwWlc0dGJXbDBMVkpoYzNSbGNtSnZhSEoxYm1kbGJpMUNVREF5TG5CdVp3fDllZjM3NTQ5MzcwNzYxYzExMDUzNTQ0MGY5NmMzMzlkMzRhZWVjN2U0YmZlZWZiZjE0MjAxZDcwNDA1OTNhZGQ', 'https://norelem.de//medias/Thumbnail-Default-01126-K0800-Grundplatten-mit-Rasterbohrungen-BP02.png?context=bWFzdGVyfHJvb3R8OTY5N3xpbWFnZS9wbmd8YURjMUwyaGhNQzg0T0RJMU1ESTNNamszTXpFd0wxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6QXhNVEkyTFVzd09EQXdMVWR5ZFc1a2NHeGhkSFJsYmkxdGFYUXRVbUZ6ZEdWeVltOW9jblZ1WjJWdUxVSlFNREl1Y0c1bnwyMmI3MzU1MjBmZWNjMjgwODA0M2ZkOGM2N2JlNjExNDQ5ZjRlZTQ5NzI1ZTA1MDA0OTc0ZWEzMmYwYThhYjgw', 'https://norelem.de//medias/Zoom-Default-Z01126-K0800-RB.png?context=bWFzdGVyfHJvb3R8MjQ1MTg0fGltYWdlL3BuZ3xhREkzTDJnMFppODRPREk0TlRZNU9UYzJPRFl5TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV4TWpZdFN6QTRNREF0VWtJdWNHNW58MGIzOTRkMzdjNDExOWRiYjQ3Y2I2YjE1ZmJlYjU2NmE5ZDg4MGU3MDMxZTcxNzI1ZTAxNmNiM2ViMjZhNWQzZA']","[['Order number', 'B', 'L', 'H', 'L6', 'D', 'D1', 'D2', 'N', 'NL', 'NB', 'Availability_Price'], ['01126-21240060', '400', '600', '50', '500', '12', 'M12', '30', '96', '11', '7', '€2,131.00'], ['01126-21250060', '500', '600', '50', '500', '12', 'M12', '30', '120', '11', '9', '€2,490.00'], ['01126-21260060', '600', '600', '50', '500', '12', 'M12', '30', '144', '11', '11', '€2,938.00'], ['01126-21240080', '400', '800', '50', '700', '12', 'M12', '30', '128', '15', '7', '€2,669.00'], ['01126-21245090', '450', '900', '50', '800', '12', 'M12', '30', '158', '17', '8', '€3,275.00'], ['01126-21250100', '500', '1000', '50', '900', '12', 'M12', '30', '200', '19', '9', '€3,903.00'], ['01126-21260120', '600', '1200', '50', '1100', '12', 'M12', '30', '288', '23', '11', '€5,720.00'], ['01126-21640060', '400', '600', '50', '500', '16', 'M16', '30', '96', '11', '7', '€2,176.00'], ['01126-21650060', '500', '600', '50', '500', '16', 'M16', '30', '120', '11', '9', '€2,535.00'], ['01126-21660060', '600', '600', '50', '500', '16', 'M16', '30', '144', '11', '11', '€3,006.00'], ['01126-21640080', '400', '800', '50', '700', '16', 'M16', '30', '128', '15', '7', '€2,714.00'], ['01126-21645090', '450', '900', '50', '800', '16', 'M16', '16', '158', '17', '8', '€3,342.00'], ['01126-21650100', '500', '1000', '50', '900', '16', 'M16', '30', '200', '19', '9', '€3,993.00'], ['01126-21660120', '600', '1200', '50', '1100', '16', 'M16', '30', '288', '23', '11', '€5,854.00']]"
8,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Baseplates-grey-cast-iron-with-T-slots/p/agid.22644,"Baseplates, grey cast iron with T-slots | norelem DE",01126,"Baseplates, grey cast iron with T-slots","from €1,982.00",GJL 300.,Support and mounting surfaces ground,"['https://norelem.de//medias/Zoom-Default-01126-K0800-Grundplatten-mit-T-Nuten-BP03.png?context=bWFzdGVyfHJvb3R8Mzk5MTc2fGltYWdlL3BuZ3xhREJoTDJobVlTODRPREkxTURJNE1URTJOVEV3TDFwdmIyMWZSR1ZtWVhWc2RGOHdNVEV5TmkxTE1EZ3dNQzFIY25WdVpIQnNZWFIwWlc0dGJXbDBMVlF0VG5WMFpXNHRRbEF3TXk1d2JtY3wyYjZiZTQ0ODRjYzgxZDRiZTJlNDk1MGI1MDIxNzczN2NkOTE1MDgzNjQyNzkzNWU0NTdhNDY3Nzc2NWI0MzJi', 'https://norelem.de//medias/Thumbnail-Default-01126-K0800-Grundplatten-mit-T-Nuten-BP03.png?context=bWFzdGVyfHJvb3R8MTA3NTd8aW1hZ2UvcG5nfGFESTBMMmhpTkM4NE9ESTFNREkzT0RJeE5UazRMMVJvZFcxaWJtRnBiRjlFWldaaGRXeDBYekF4TVRJMkxVc3dPREF3TFVkeWRXNWtjR3hoZEhSbGJpMXRhWFF0VkMxT2RYUmxiaTFDVURBekxuQnVad3w1ZTY3NzE2ZDk3MzcwOWI1N2MxMzZhMmYxYWVkMmRhMjc1MzViNDM0NWI3ZWYwODVlMDMxYTg1Njk4MWRhMDVi', 'https://norelem.de//medias/Zoom-Default-Z01126-K0800-T.png?context=bWFzdGVyfHJvb3R8MTQ0OTY4fGltYWdlL3BuZ3xhR1ExTDJneE55ODRPVEUyTkRBMk56TXdOemd5TDFwdmIyMWZSR1ZtWVhWc2RGOWFNREV4TWpZdFN6QTRNREF0VkM1d2JtY3w5NmJlZjBlZTUzMWJiNTQzZDYwM2JlMDIxMTkwY2QyYWMzZTJlNDEwYzQ0MWIyYTcxMDhkMmY4ZDQ1NjM4OTlm']","[['Order number', 'B', 'L', 'H', 'H4', 'D2', 'L6', 'L9', 'Slot width', 'NL', 'NB', 'Availability_Price'], ['01126-31440060', '400', '600', '60', '23', '30', '500', '100', '14', '5', '3', '€1,982.00'], ['01126-31450060', '500', '600', '60', '23', '30', '500', '100', '14', '5', '4', '€2,387.00'], ['01126-31460060', '600', '600', '60', '23', '30', '500', '100', '14', '5', '5', '€2,813.00'], ['01126-31440080', '400', '800', '60', '23', '30', '700', '100', '14', '7', '3', '€2,557.00'], ['01126-31445090', '450', '900', '60', '23', '30', '800', '100', '14', '8', '3', '€3,047.00'], ['01126-31450100', '500', '1000', '60', '23', '30', '900', '100', '14', '9', '4', '€3,836.00'], ['01126-31460120', '600', '1200', '60', '23', '30', '1100', '100', '14', '11', '5', '€5,391.00'], ['01126-31840060', '400', '600', '75', '30', '30', '500', '100', '18', '5', '3', '€2,067.00'], ['01126-31850060', '500', '600', '75', '30', '30', '500', '100', '18', '5', '4', '€2,514.00'], ['01126-31860060', '600', '600', '75', '30', '30', '500', '100', '18', '5', '5', '€2,941.00'], ['01126-31840080', '400', '800', '75', '30', '30', '700', '100', '18', '7', '3', '€2,642.00'], ['01126-31845090', '450', '900', '75', '30', '30', '800', '100', '18', '8', '3', '€3,175.00'], ['01126-31850100', '500', '1000', '75', '30', '30', '900', '100', '18', '9', '4', '€4,027.00'], ['01126-31860120', '600', '1200', '75', '30', '30', '1100', '100', '18', '11', '5', '€5,689.00']]"
9,https://norelem.de/en/Product-overview/Clamping-technology/01000/Plates/Connecting-blocks/p/agid.15160,Connecting blocks | norelem DE,01126-01,Connecting blocks,from €78.90,Carbon steel.,Black oxidised. Contact faces ground.,"['https://norelem.de//medias/Zoom-Default-42580-40012050-BS.png?context=bWFzdGVyfHJvb3R8NDk3OTczfGltYWdlL3BuZ3xhREUwTDJnelpTODRPREk0TlRnME1UTXlOak00TDFwdmIyMWZSR1ZtWVhWc2RGODBNalU0TUMwME1EQXhNakExTUY5Q1V5NXdibWN8YWZjNzQyOWEzMTA0ZDNjYzg2MDliNDI1MTRiOTUxOTMxMzYxYWQ4NjU0NjBkZGQ4MzUyM2QxMmM1MmE5OTE5Zg', 'https://norelem.de//medias/Thumbnail-Default-42580-40012050-BS.png?context=bWFzdGVyfHJvb3R8NzAyMXxpbWFnZS9wbmd8YUdGaEwyaGxaUzg0T0RJNE5UZ3lNVFkyTlRVNEwxUm9kVzFpYm1GcGJGOUVaV1poZFd4MFh6UXlOVGd3TFRRd01ERXlNRFV3WDBKVExuQnVad3w4MzE4M2YxYWQ1NDJkNTA5YjFjMjZmYzhhNGM1Yzk5YzZjZGMyNmNlNDI3YmU1NDY0NTc3ODQyMTFmYWU0ZDZk', 'https://norelem.de//medias/Zoom-Default-Z42580-40012050-BS-nn-en.png?context=bWFzdGVyfHJvb3R8MTYxNjA5fGltYWdlL3BuZ3xhRGxoTDJneE1DODVNVFV3T0RRMU1UVTNOREEyTDFwdmIyMWZSR1ZtWVhWc2RGOWFOREkxT0RBdE5EQXdNVEl3TlRCZlFsTXRibTR0TFdWdUxuQnVad3wxNjc0ZjJiZmZlNTIyMjJlMTg0OWYzNjEyMTA0ZDY3ODEwYzFkOTI2YmI5ZTU3Y2U2ZGZkMDg1YmIxMDE1MDdm']","[['Order number', 'A', 'Availability_Price'], ['01126-01-40012050', '12', '€78.90'], ['01126-01-40016050', '16', '€90.05']]"
